id,tokens,ner_tags
88,"['If', 'you', 'are', 'staying', 'in', 'Gainesville', ',', 'come', 'check', 'out', 'Costa', 'Lounge', 'TONIGHT', '!', 'Say', 'you', 'are', 'with', 'salsa', 'caliente', 'and', 'get', 'in', '...', 'http://fb.me/FZVzm8H9']","[0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0]"
89,"['@jackjohnson', 'where', 'can', 'I', 'get', 'the', 'official', 'set', 'list', 'to', 'the', 'show', 'at', 'Berkeley', 'in', 'Oct', '6th', '?!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0]"
90,"['Check', 'this', 'video', 'out', '--', 'Three', 'Days', 'Grace', '-', 'Break', '(', 'Official', 'Music', 'Video', ')', '[', 'HQ', ']', 'http://t.co/GOwCLQJ', 'via', '@youtube']","[0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,"['Haha', 'I', 'seen', 'a', 'ped', 'egg', 'called', 'a', 'foot', 'cheese', 'grater', 'today', '.', 'I', 'found', 'it', 'proper', 'hilarious', 'xD']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,"['friday', 'night', 'missions', 'iguess', '!']","[0, 0, 0, 0, 0]"
93,"['Just', 'got', 'home', 'from', 'school', '.', ':D', 'it', ""'s"", 'friday', 'guys', '!,']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,"['@ohy22SD', 'Hopefully', 'the', 'Force', 'will', 'be', 'VERY', 'strong', 'with', 'the', '#Padres', 'tonight', '.', 'We', 'NEED', 'a', 'win', '.', '#ScoreSomeRuns']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
95,"['""', 'before', 'we', 'start', ',', 'how', 'old', 'are', 'you', '?', 'HER', ':', 'I', ""'m"", '15', '..', 'old', 'enough', '!........', '#FindTheNearestExit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,"['RT', '@ericjohnsalut', '""', 'Good', 'Morning', '!', 'Have', 'a', 'pleasant', 'and', 'happy', 'day', '!""', 'http://dlvr.it/5Rh4w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,"['when', 'did', '@thecodysimpson', 'last', 'tweet', ',?', ';)']","[0, 0, 0, 0, 0, 0, 0]"
98,"['@JoshRamsayArmy', 'Kay', 'sorry', '...', 'Well', 'my', 'dad', 'lest', 'when', 'i', 'was', '3', '.', 'He', 'has', 'issues', '.', 'He', 'held', 'a', 'knife', 'at', 'mom', '.', 'I', 'can', 'STILL', 'remember', 'that', '...', '=/']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,"['OH', ':', 'Power', 'nap', '.', 'I', 'need', 'it', '.', 'Its', 'been', 'a', 'stressful', 'week', '.', ""I'm"", 'excited', 'for', 'xmas', ',', 'haha', '.', 'Goodnight', '.', ':)', 'http://bit.ly/9fQGkC']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100,"['Wow', '..', 'saw', 'pictures', 'of', 'Robert', '....', 'spent', '2', '1/2', 'years', 'with', 'him', '.', 'Broke', 'up', '4', 'months', 'ago', '&amp;', 'I', 'miss', 'when', 'we', 'were', 'perfect', '..']","[0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,"['RT', '@rockerfuckerak', ':', 'What', ""'s"", 'done', 'is', 'done', ',', 'Just', 'leave', 'it', 'alone', ',', 'and', ""don't"", 'regret', '.', 'Sometimes', 'somethings', 'turn', 'in-to', 'dumb', 'things', '.', 'And', 'that', ""'s"", 'when', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
102,"['@N4T4YLOR', ""he'll"", 'probaly', 'have', 'something', 'completely', 'different', 'now', '!', 'Hope', 'your', 'havin', 'a', 'good', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103,"['We', 'are', 'one', 'step', 'closer', 'to', 'our', 'new', 'kitchens', '.', 'We', 'chose', 'a', 'maker', 'and', 'had', 'official', 'measurements', 'taken', 'today', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104,"['@lofolulu', 'RT', '@couponprincess', ':', 'Please', 'vote', 'for', 'me', 'to', 'be', 'a', 'Deal', 'Pro', 'in', 'Chicago', 'in', 'November', '!', 'TY', 'http://bit.ly/cgmnoX', '-', 'DO', 'WHAT', '@LOFOLULU', 'SAYS', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,"['@zeeDOTi', 'i', 'might', 'join', 'in', 'if', 'I', 'make', 'it', 'home', 'in', 'time', '.', ':)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,"['@DanaTennille', 'that', ""'s"", 'wazzup', '.', 'congrats', 'on', 'your', 'win', 'in', 'week', '1', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,"['@Terrysagirl', 'love', 'to', ',', 'it', ""'s"", 'iffy', 'though', ',', 'i', ""don't"", 'wanna', 'give', 'up', 'privacy', 'for', 'the', 'guys', '.', 'But', 'after', 'episode', 'one', ',', 'they', 'should', 'be', 'on', 'imdb', ';)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,"['One', 'day', 'the', 'things', 'i', 'say', 'and', 'do', 'is', 'gonna', 'get', 'me', 'a', 'nice', 'slap', '..']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109,"['Shows', 'Tonight-Local', 'Natives', '@TheMusicBoxLA', ',', 'Primus', '@ClubNokia', 'Marina&amp;Diamonds', '@ElReyTheatre', ',', 'Mystery', 'Jets', '@TheTroubadour', '(', 'via', '@TheScenestar', ')']","[0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0]"
110,"['@geek', '@borkware', 'Somehow', 'my', 'iPad', 'in', 'Airplane', 'mode', 'with', 'WiFi', 'off', 'has', 'no', 'problem', 'connecting', 'to', 'internet', '.', 'Time', 'for', 'a', 'wipe', 'or', 'downgrade', '.']","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,"['Just', 'listened', 'to', 'a', '24', 'y/o', 'kid', 'from', 'japan', 'who', 'won', 'the', 'national', 'flat', 'picking', 'championship', 'flipping', 'amazing', 'r/l', 'august', 'rush']","[0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,"['Pxleyes', 'Top', '50', 'Photography', 'Contest', 'Pictures', 'of', 'August', '2010', '...', 'http://bit.ly/bgCyZ0', '#photography']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113,"['RT', '@ravenalexis', 'Wanna', 'meet', 'me', ',', '@jessejane', ',', '@rileysteele', ',', 'and', '@kayden_kross', '?', 'Come', 'to', 'the', 'Body', 'Heat', 'signing', 'at', 'Hustler', 'Hollywood', 'Sep', '23rd', '8-10pm']","[0, 9, 0, 0, 0, 0, 9, 0, 9, 0, 0, 9, 0, 0, 0, 0, 3, 4, 0, 0, 7, 8, 0, 0, 0]"
114,"['Aggressive', 'Kids', 'With', 'ADHD', 'May', 'Not', 'Need', 'Antipsychotic', 'Meds', 'http://t.co/JfGm0uH']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115,"['@KisssMyASS_', 'when', 'ya', 'birthday']","[0, 0, 0, 0]"
116,"['RT', '@WakaFlocka1017', ':', 'SO', 'WHEN', 'I', 'GET', 'ON', '106', 'N', 'JOKE', 'AROUND', 'YALL', 'TALK', 'ABOUT', 'ME', 'LIKE', 'A', 'DOG', 'SHAWTY', 'BUT', 'WHEN', 'I', 'BUY', '30,000', 'WORTH', 'SCHOOL', 'SUPPLY', 'N', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,"['I', 'won', 'an', 'election', 'today', '.', 'It', 'means', 'I', 'get', 'to', 'go', 'to', 'head', 'office', 'and', 'have', 'lots', 'of', 'meetings', '.', 'It', 'shall', 'be', 'tough', 'but', ""I'm"", 'looking', 'forward', 'to', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,"['@TobyHymer', 'you', 'whittier', 'kids', 'have', 'been', 'on', 'a', 'public', 'bus', 'before', ':o', '?', 'Haha', 'jk', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
119,"['Ciroc', 'it', 'is', 'dnt', 'have', 'a', 'move', 'tonite', 'but', 'imma', 'make', '1']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,"['Ima', 'start', 'going', 'to', 'the', 'dr', 'once', 'a', 'month', 'so', 'I', 'get', 'my', 'moneys', 'worth']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,"['Toy', 'story', '3', 'tonight', 'on', 'the', 'lawn', '!']","[3, 4, 4, 0, 0, 0, 0, 0]"
122,"['The', 'EYE', 'of', 'the', 'Storm', '....', 'The', 'Calm', 'Before', 'It', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123,"['waiting', 'one', 'extra', 'day', 'was', 'a', 'STUPID', 'IDEA', 'because', 'now', 'everything', 'is', 'super', 'expensive', 'AAAAAHHH', '.', 'x_x', '*freakingoutkhsf*']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124,"['My', 'dad', 'is', 'laughing', 'because', 'in', 'some', 'translations', 'Mark', '14:30', 'says', ':', '""...', 'Before', 'the', 'COCK', 'crows', '..."".', ""I've"", 'never', 'been', 'so', 'proud', 'LOL']","[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125,"['@DrHubaEvaluator', 'Not', 'long', 'ago', 'I', 'responded', 'to', 'a', 'angry', 'cardiologist', 'whom', 'I', 'have', 'known', 'yrs', '.', 'when', 'he', 'spit', 'venom', 'to', 'the', 'newspaper', 'but', 'I', 'did', 'it', '+']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126,"['Soo', 'Glad', 'its', 'Finally', 'Friday', '!', 'Thiss', 'week', 'went', 'to', 'slow', ""fo'me:/""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127,"['Movies', 'Tonight', '?', '(', ':']","[0, 0, 0, 0, 0]"
128,"['Is', 'it', 'cricket', 'season', '?', ""I've"", 'killed', 'about', '20', 'in', 'the', 'laundry', 'room', 'in', 'the', 'past', 'week', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129,"['Come', 'to', '""', '6th', 'Biannual', '24', 'Hour', 'Prayer', 'Focus', '""', 'Saturday', ',', 'November', '13', 'from', '10:00', 'am', 'to', '1:00', 'pm', '.', 'Mark', 'the', 'Date', '!!!', 'http://fb.me/JyYXPmql']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
130,"['A', 'nigga', 'not', 'even', 'startin', 'tonight', ',', 'they', 'must', 'be', 'tryna', 'get', 'our', 'bakc', 'up', 'QB', 'hurt', '.', 'smdh']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,"['Apparently', '40', 'days', ',', '1', 'hour', ',', '49', 'mins', 'and', '36', 'seconds', 'to', 'Doha', '....']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]"
132,"['Having', 'some', 'coffee', ',', 'the', 'only', 'way', ""I'll"", 'make', 'it', 'through', 'tonight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,"['i', 'wonder', 'if', 'our', 'football', 'team', 'is', 'gonna', 'win', 'their', 'game', 'today', '...']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,"['I', 'hate', 'it', 'when', 'i', 'forget', 'that', 'i', 'wear', 'glasses&amp;i', 'go', 'to', 'itch', 'my', 'eye&amp;i', 'hit', 'my', 'glasses', '-_-', '.', 'not', 'cool']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,"['@SQicedragon', 'How', 'can', 'I', 'get', 'the', 'updates', '?', 'I', 'created', 'a', 'login', 'for', 'it', 'today', ',', 'will', 'it', 'let', 'me', 'know', 'automatically', 'next', 'time', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
136,"['RT', '@GdnPolitics', ':', 'RT', '@AlJahom', ':', 'Blair', ':', '""', ""I'm"", 'gonna', 'be', 'the', 'next', 'Pope', '""', 'Brown', ':', '""', 'I', ""won't"", 'stop', 'you', 'as', 'long', 'as', 'you', 'make', 'sure', 'it', ""'s"", 'my', 'turn', 'next', '""']","[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137,"[""I'll"", 'go', 'get', 'some', '#sleep', 'before', 'some', '#TGS', '#news', ',', 'later', 'everyone', 'x', ')', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
138,"['An', 'entire', 'stack', 'of', 'papers', 'has', 'disappeared', '.', 'I', 'think', 'that', 'is', 'a', 'sign', 'to', 'wrap', 'up', 'for', 'the', 'week', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,"['Best', 'day', 'of', 'school', ':)', 'haha', 'i', 'want', 'a', 'popsycle', ':', 'x']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,"['@VicapherIsDaddy', 'ilike', 'to', 'call', 'it', 'that', 'too', '.', 'I', 'dnt', 'knw', 'why', 'people', 'talk', 'hella', 'sht', 'over', 'tha', 'internet', ""'"", 'imean', 'iadmit', 'ibe', 'qassin', 'hoes', 'when', '..']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,"['Ball', 'Gowns', ':', 'Becoming', 'the', 'Belle', 'of', 'the', 'Ball', '.', 'It', ""'s"", 'easy', 'to', 'shine', 'like', 'a', 'star', 'when', 'you', 'know', 'some', 'basic', 'tricks', '.', 'http://bit.ly/d4s9RR']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
142,"['dnce', '2', 'day', 'at', 'skool', '2', 'dau', 'wuz', 'kinda', 'corny', 'evn', 'doe', 'i', 'dnce', 'a', 'lil', 'bit', 'ugh', 'bored', 'lke', 'always', 'whn', 'is', 'ya', 'gurl', 'neva', 'nt', 'trin', '2', 'fin', 'sunthn', '2']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,"['Lmao', '.', 'I', 'have', 'a', 'feeling', 'Imma', 'get', 'yelled', 'at', 'tomorrow', '.', 'Big', 'time', '.', 'XD', 'Ehh', 'oh', 'well']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
144,"['n', 'dude', '....', 'one', 'of', 'the', 'new', 'choir', 'teacher', 'that', 'they', 'interviewed', '(', 'we', 'had', 'him', 'all', 'week', ')', 'gave', 'us', 'DONUTS', '!!!!', 'haha', 'hes', 'nice']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,"['RT', '@diggy_simmons', ':', 'Last', 'day', '.....', 'http://twitpic.com/2g9c1e']","[0, 0, 0, 0, 0, 0, 0]"
146,"['RT', '@Quotealicious', ':', 'Today', ',', 'I', 'saw', 'a', 'guy', 'driving', 'a', 'Pepsi', 'truck', ',', 'drinking', 'a', 'Coke', '.', 'MLIA', '#Quotealicious']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 0, 0, 0]"
147,"['After', 'I', 'pet', 'a', 'kitten', 'on', 'JFK', ',', 'the', 'owners', 'informed', 'me', 'it', ""'s"", ""'"", 'double-pawed', ""'"", '(', 'polydactyl)', ',', 'which', 'is', '""', 'a', 'form', 'of', 'retardation', 'in', 'the', 'animal', 'kingdom', '""']","[0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
148,"['Oct', '9', '(', 'happy', 'dance', ')', 'RT', '@MiChY_pEaChY', '@LiifeSizeDoll', 'wens', 'ur', 'bdayy', 'boo', '??!!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
149,"['@joshHnumber1fan', 'its', 'okay', 'then', '..', 'make', 'it', 'when', 'it', 'works', ':D']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,"['@iSUPPORTBIEBER', 'IM', 'SORRRRRRRRRRRRRRRRRRRRY', '&lt;', '/3', 'i', 'have', 'to', 'go', ',', 'her', 'partys', 'in', 'a', 'week', 'and', 'im', 'on', 'the', 'dais', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,"['@xXLauraJXx', 'ino', 'i', 'did', 'tweet', 'him', 'b4', 'n', 'justthen', 'about', 'kenny', 'signing', 'his', 'book', 'but', 'it', 'was', 'today', 'ive', 'already', 'missed', 'it', ':(']","[0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
152,"['800', 'miles', 'to', 'see', 'clients', ',', '3', 'ACC', 'candidate/commissioner', 'meetings', ',', 'big', 'press', 'release', ',', 'making', 'it', 'to', 'Friday', '..', 'PRICELESS', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,"['This', 'is', 'a', 'battle', 'song', '..', 'Brothers', 'and', 'sisters', '..', 'Time', 'to', 'go', 'to', 'war', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,"['HAPPY', 'B', '.', 'DAY', 'TORA', '*OOOOOOOOO*', '~']","[0, 0, 0, 0, 0, 0, 0]"
155,"['@shoeboxL', 'Happy', 'Birthday', '!', 's/n', 'what', 'did', 'I', 'miss', 'in', 'Doc', 'Lewis', ""'"", 'class', 'today', '?', 'lol']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 0, 0, 0, 0, 0]"
156,"['-', 'FantasyPro', '.', 'net', 'offers', 'a', '100%', 'Deposit', 'Match', 'and', '$5', 'in', 'credits', 'for', 'each', 'referral', 'this', 'week', 'only', '!', 'Must', 'deposit', 'by', '1pm', 'ET', 'Sunday', 'Sept', '19th', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,"['neck', 'hurts', 'and', 'no', 'time', 'to', 'schedule', 'acupuncture', 'and', 'massage', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,"['RT', '@justinbieber', ':', 'RT', '@StephLeveridge', '@justinbieber', ""i'm"", 'having', 'a', 'bad', 'day', ':(', 'Just', 'a', 'hi', 'from', 'you', 'would', 'turn', 'it', 'around(', ':', 'Love', 'you', 'xxxxxxx', '=', 'HI', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,"['RT', '@mindykaling', ':', 'When', 'you', 'wear', 'your', 'heart', 'on', 'your', 'sleeve', ',', 'make', 'sure', 'your', 'shirt', 'is', ""f'ing"", 'dope', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,"[""We're"", 'on', 'the', 'tall', 'ship', 'Silva', 'tonight', '.', 'Still', 'a', 'few', 'tickets', 'available', '.', 'Rain', 'is', 'gone', 'and', ""we're"", 'getting', 'ready', 'to', 'set', 'sail', '.', '1030', 'PM', 'we', 'depart']","[0, 0, 7, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,"['Hoyy', 'One', 'Day', 'Lindooo', 'Pero', 'Un', 'Touch', 'De', 'Aburrimiento', ':', 'S']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,"['Playboy', '-', '10', 'October', '2010', 'Slovenia', ':', 'Playboy', '-', '10', 'October', '2010', 'SloveniaSlovene', '|', '138', 'pages', '|', 'PDF', '|', '39.45', 'Mb', 'http://bit.ly/aJILb4']","[1, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,"['RT', '@fresh_av8ted', ':', 'Tonight', '!', '""', 'Sex', 'In', 'The', 'City', '""', 'Pt', '.', '2', 'at', '#ZULA', '!', 'Hosted', 'By', ':', '30+', 'Beautiful', 'Ladies', '!', '[', 'PLz', 'RT', ']']","[0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,"['RT', '@Slijterijmeisje', ':', 'Kreeg', 'net', 'een', 'bruikbare', 'tip', 'van', 'iemand', 'die', 'vorige', 'week', 'was', 'begonnen', 'met', 'een', 'whiskydieet', ',', 'hij', 'was', 'nu', 'al', '3', 'dagen', 'kwijt']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,"['Accounts', 'Payable', 'Coordinator', 'North', 'York', '-', '$37K', '(', '1', 'year', 'Contract)Location', ':', 'Toronto', ',', 'Ontario', ',', 'CANADA', '...', 'http://bit.ly/aOe78A', '#jobs']","[0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0, 7, 0, 7, 0, 0, 0]"
166,"['Spent', 'all', 'of', 'last', 'night', 'puking', ',', 'and', 'all', 'of', 'today', 'fretting', '.', 'Some', 'people', 'totally', 'fail', 'to', 'pick', 'up', 'the', 'slack', 'when', 'you', 'are', 'away', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
167,"['If', 'you', 'are', 'in', 'Belfast', 'this', 'weekend', 'go', 'to', 'Botanic', 'Gdns', ',', 'for', 'Taste', 'N', 'I', ',', 'free', 'food', 'drink', 'face', 'painting', 'etc', '.', 'Should', 'be', 'good', 'day', 'out', '.', 'Sat', '&amp;', 'Sun']","[0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,"['overheard', 'on', 'subway', '...""', 'so', 'when', 'you', 'run', ',', 'do', 'your', 'elbows', 'sweat', '?""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,"['But', 'what', 'happens', 'when', 'karam', 'turns', 'right', 'around', 'and', 'bites', 'you', '?', 'And', 'everything', 'you', 'stand', 'for', 'turns', 'on', 'you', 'despite', 'you', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,"['Getting', 'this', 'head', 'right', 'for', 'whateva', 'I', 'get', 'into', 'tonite', '#sittinupunderthedryertweet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,"['Owner', 'says', 'its', 'cool', '.', 'Trying', 'to', 'get', 'info', 'on', 'when', ""they'll"", 'be', 'back', 'in', 'town', 'now', '@AandLClothingCo']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
172,"['Easy', 'A', 'tonight', '.', 'WOOOO']","[0, 0, 0, 0, 0]"
173,"['Whats', 'goin', 'on', '(', 'in', 'tally', ')', 'tonight', 'twitter', '!!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
174,"['going', 'now', 'guiseeeee', '...', 'if', 'i', 'dont', 'see', 'you', 'through', 'the', 'week', 'ill', 'see', 'you', 'through', 'the', 'window', ':)', ':)']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,"['jus', 'about', 'to', 'get', 'dressed', 'and', 'leave', 'again', '....', 'smh', 'a', 'very', 'long', 'day']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,"['@klutzy_girl', '@ratherastory', 'I', 'wrote', '74,000', 'words', 'in', 'February', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
